CODE,LOCATION,TYPE,RATING (MAX = 5),Address_y,Description,Long Description,Tags_Creation_Description,Ticket Info,open_time,close_time,coordinate,tags,image_url
AC253,Hat Nang Garden - Homestay & restaurant,Accommodation,4.8,"5 Hat Nang Street, Tan Binh Ward, Tan Binh District, Ho Chi Minh City","Hat Nang Garden - Homestay & restaurant located at 201/65/23A Nguyen Xi road, ward 26",Hat Nang Garden - Homestay & restaurant is a 2-star hotel in Ho Chi Minh City. Rated 9.5/10 by 3 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory. The most popular room is 'Family Double Or Twin Room' with 1 double bed or 2 single beds.,,~₫725000/night (approx. $29),0:00,23:59,"10.813801, 106.705837",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882419/AC253.webp
AC254,S79 Vuon Saigon Hotel & Spa,Accommodation,4.3,"79 Vuon Saigon Street, Ward 12, Phu Nhuan District, Ho Chi Minh City","S79 Vuon Saigon Hotel & Spa located at 781/D1, Đ. Lê Hồng Phong",S79 Vuon Saigon Hotel & Spa is a 3-star hotel in Ho Chi Minh City. Rated 8.7/10 by 45 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Standard Double Room' with 1 queen bed. Great location|Great stay!,Great location|Great stay!,~₫400000/night (approx. $16),0:00,23:59,"10.772933, 106.671497",Great location|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882421/AC254.webp
AC255,Sheraton Saigon Grand Opera Hotel,Accommodation,4.7,"3-15 Lam Son Square, Ben Nghe Ward, District 1, Ho Chi Minh City","Sheraton Saigon Grand Opera Hotel located at 88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882423/AC255.webp
AC256,Cactusland Boutique Hotel,Accommodation,4,"28 Nguyen Van Troi Street, Ward 7, Phu Nhuan District, Ho Chi Minh City",Cactusland Boutique Hotel located at 28 Rach Bung Binh Street,Cactusland Boutique Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.1/10 by 51 reviews. Guests praise its location near Near Saigon Train Station. The most popular room is 'Standard Room' with 1 queen bed. Great location|Convenient location,Great location|Convenient location,~₫500000/night (approx. $20),0:00,23:59,"10.779925, 106.679173",Great location|Convenient location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882425/AC256.webp
AC257,Ly Ly Hotel 2,Accommodation,4.5,"12 Ly Thuong Kiet Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Ly Ly Hotel 2 located at 344a Đ. So 1,Ly Ly Hotel 2 is a 2-star hotel in Ho Chi Minh City. Rated 9.0/10 by 22 reviews. Guests praise its location near Near AEON MALL Binh Tan. The most popular room is 'Superior Double Room' with 1 queen bed. Great rooms|Great service,Great rooms|Great service,~₫825000/night (approx. $33),0:00,23:59,"10.747629, 106.609853",Great rooms|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882428/AC257.webp
AC258,Mari Queen Hotel - Suong Nguyet Anh,Accommodation,4.1,"55 Suong Nguyet Anh Street, Ben Nghe Ward, District 1, Ho Chi Minh City","Mari Queen Hotel - Suong Nguyet Anh located at 91 Suong Nguyet Anh, Pham Ngu Lao Ward",Mari Queen Hotel - Suong Nguyet Anh is a 3-star hotel in Ho Chi Minh City. Rated 8.2/10 by 29 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Deluxe Triple Room' with 1 king bed and 1 single bed. Great service|Great stay!,Great service|Great stay!,~₫725000/night (approx. $29),0:00,23:59,"10.770963, 106.688628",Great service|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882431/AC258.webp
AC259,The Luxe Hotel,Accommodation,4.3,"44 Le Duan Street, Ben Nghe Ward, District 1, Ho Chi Minh City","The Luxe Hotel located at 261 - 265 Le Thanh Ton, Ben Thanh Ward",The Luxe Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.6/10 by 90 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Deluxe Twin Room with window' with 2 queen beds. Friendly host|Great location,Friendly host|Great location,~₫1300000/night (approx. $52),0:00,23:59,"10.771838, 106.695782",Friendly host|Great location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882432/AC259.webp
AC260,JW Marriott Hotel & Suites Saigon,Accommodation,4.6,"36 Le Duan Street, Ben Nghe Ward, District 1, Ho Chi Minh City","JW Marriott Hotel & Suites Saigon located at Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),0:00,23:59,"10.780941, 106.700568",Great location|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882434/AC260.webp
AC261,M Village Living Le Van Sy,Accommodation,4.5,"247 Le Van Sy Street, Ward 13, District 3, Ho Chi Minh City",M Village Living Le Van Sy located at 359/1 Le Van Sy Street,M Village Living Le Van Sy is a 3-star hotel in Ho Chi Minh City. Rated 8.9/10 by 43 reviews. Guests praise its location near Near Saigon Train Station. The most popular room is 'Studio' with 1 queen bed. Great service|Great rooms,Great service|Great rooms,~₫775000/night (approx. $31),0:00,23:59,"10.78838, 106.676363",Great service|Great rooms,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882436/AC261.webp
AC262,Susan House Saigon serviced apartments,Accommodation,4.2,"10 Nguyen Van Huong Street, Thao Dien Ward, Thu Duc City, Ho Chi Minh City","Susan House Saigon serviced apartments located at 95/36 Nguyen Thai Hoc, Ong Lanh Bridge Ward",Susan House Saigon serviced apartments is a 3-star hotel in Ho Chi Minh City. Rated 8.3/10 by 40 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'One-Bedroom Apartment' with 1 queen bed. Friendly host|Great location,Friendly host|Great location,~₫950000/night (approx. $38),0:00,23:59,"10.767175, 106.695582",Friendly host|Great location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882438/AC262.webp
AC263,Lotte Hotel Saigon,Accommodation,4.7,"23 Nguyen Thi Minh Khai Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Lotte Hotel Saigon located at 2A-4A Ton Duc Thang,Lotte Hotel Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 50 reviews. Guests praise its location near Near Saigon Japan Town | Le Thanh Ton. The most popular room is 'Deluxe King River View' with 1 king bed. Great stay!|Delicious breakfast,Great stay!|Delicious breakfast,~₫6300000/night (approx. $252),0:00,23:59,"10.778629, 106.706834",Great stay!|Delicious breakfast,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882441/AC263.webp
AC264,Alagon D'antique Hotel & Spa,Accommodation,4.4,"2 Dong Khoi Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Alagon D'antique Hotel & Spa located at 303 Lý Tự Trọng,Alagon D'antique Hotel & Spa is a 4-star hotel in Ho Chi Minh City. Rated 8.8/10 by 309 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Indochine Heritage Suite' with 1 king bed. Delicious breakfast|Clean pool,Delicious breakfast|Clean pool,~₫3475000/night (approx. $139),0:00,23:59,"10.771731, 106.693999",Delicious breakfast|Clean pool,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882444/AC264.webp
AC265,Your Homes River Gate Premium,Accommodation,4.7,"720A Dien Bien Phu Street, Ward 22, Binh Thanh District, Ho Chi Minh City",Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),0:00,23:59,"10.76198, 106.69936",Great stay!|Great location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882446/AC265.webp
AC266,Nicecy Apartment - Sai Gon City,Accommodation,4.2,"18 Nguyen Binh Khiem Street, Ben Nghe Ward, District 1, Ho Chi Minh City","Nicecy Apartment - Sai Gon City located at 345AB Tran Hung Dao, Cau Kho",Nicecy Apartment - Sai Gon City is a 4-star hotel in Ho Chi Minh City. Rated 8.4/10 by 20 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Studio Double Bed City View' with 1 king bed.,,~₫550000/night (approx. $22),0:00,23:59,"10.760656, 106.689415",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882448/AC266.webp
AC267,Triostay Vinh Hoi Apartment - Elegant Near City Highlights!,Accommodation,4.7,"29 Nguyen Van Cu Street, Ward 1, District 5, Ho Chi Minh City","Triostay Vinh Hoi Apartment - Elegant Near City Highlights! located at 98 Khanh Hoi Street, Ward 4","Triostay Vinh Hoi Apartment - Elegant Near City Highlights! is a 3-star hotel in Ho Chi Minh City. Rated 9.4/10 by 36 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Firework Views @Deluxe 2-bed Room, 2bathroom With Balcony #FREE Pool*Gym*Netflix' with 2 queen beds and 1 sofa bed. Great service|Great stay!",Great service|Great stay!,~₫1450000/night (approx. $58),0:00,23:59,"10.755784, 106.701717",Great service|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882450/AC267.webp
AC268,Aurora Western Village,Accommodation,4.4,"12 Vinh Hoi Street, Ward 1, District 4, Ho Chi Minh City","Aurora Western Village located at 65 Đ. Quốc Hương, Thảo Điền",Aurora Western Village is a 4-star hotel in Ho Chi Minh City. Rated 8.8/10 by 62 reviews. Guests praise its location near Near Thao Dien Metro Station | Thao Dien. The most popular room is 'Deluxe Double Room' with 1 queen bed. Great location|Clean and tidy,Great location|Clean and tidy,~₫1675000/night (approx. $67),0:00,23:59,"10.80681, 106.730896",Great location|Clean and tidy,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882452/AC268.webp
AC269,Ho Chi Minh Vinhomes Landmark Apartment,Accommodation,4.8,"88 Nguyen Van Linh Street, Tan Phu Ward, District 7, Ho Chi Minh City",Ho Chi Minh Vinhomes Landmark Apartment located at 208 Nguyen Huu Canh,Ho Chi Minh Vinhomes Landmark Apartment is a 4-star hotel in Ho Chi Minh City. Rated 9.5/10 by 13 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Comfy Queen Room 1' with 1 queen bed.,,~₫1150000/night (approx. $46),0:00,23:59,"10.795784, 106.720585",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882454/AC269.webp
AC270,InterContinental Grand Ho Tram,Accommodation,4.7,"15 Nguyen Van Huong Street, Thao Dien Ward, Thu Duc City, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),0:00,23:59,"10.486559, 107.454275",Great stay!|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882456/AC270.webp
AC271,La Siesta Premium Saigon Central,Accommodation,4.6,"720A Dien Bien Phu Street, Ward 22, Binh Thanh District, Ho Chi Minh City",La Siesta Premium Saigon Central located at 47-51 Đường Lê Anh Xuân,La Siesta Premium Saigon Central is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 72 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'No Window - Superior Room' with 1 king bed or 2 single beds. Great service|Great stay!,Great service|Great stay!,~₫3300000/night (approx. $132),0:00,23:59,"10.77195, 106.69495",Great service|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882458/AC271.webp
AC272,Signature by M Village Hai Ba Trung,Accommodation,4.5,"144 Hai Ba Trung, Ben Thanh Ward, District 1, Ho Chi Minh City","Signature by M Village Hai Ba Trung located at 74 Hai Bà Trưng, Bến Nghé ward",Signature by M Village Hai Ba Trung is a 4-star hotel in Ho Chi Minh City. Rated 9.1/10 by 110 reviews. Guests praise its location near Near Saigon Japan Town | Le Thanh Ton. The most popular room is 'Deluxe Room With Balcony' with 1 queen bed. Convenient location|Located downtown,Convenient location|Located downtown,~₫3425000/night (approx. $137),0:00,23:59,"10.778079, 106.703751",Convenient location|Located downtown,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882460/AC272.webp
AC273,Sophie Home,Accommodation,4.1,"57/8 Nguyen Van Troi, Ward 10, Phu Nhuan District, Ho Chi Minh City",Sophie Home located at 208 Nguyen Huu Canh,Sophie Home is a 3-star hotel in Ho Chi Minh City. Rated 8.2/10 by 9 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Hang Xanh. The most popular room is 'Fashionable City view' with 1 king bed.,,~₫925000/night (approx. $37),0:00,23:59,"10.794692, 106.720682",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882462/AC273.webp
AC274,YEN Living BINH THANH,Accommodation,4.1,"30/12 Dien Bien Phu, Ward 15, Binh Thanh District, Ho Chi Minh City",YEN Living BINH THANH located at 30/57B Đ. Nguyễn Cửu Vân,YEN Living BINH THANH is a 3-star hotel in Ho Chi Minh City. Rated 8.2/10 by 22 reviews. Guests praise its location near Near Saigon Japan Town | Hang Xanh. The most popular room is 'Deluxe King Suite' with 1 king bed. Clean pool|Great swimming pool,Clean pool|Great swimming pool,~₫725000/night (approx. $29),0:00,23:59,"10.797355, 106.708247",Clean pool|Great swimming pool,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882464/AC274.webp
AC275,METROLUX,Accommodation,4.1,"118 Nguyen Dinh Chieu, Ward 6, District 3, Ho Chi Minh City","METROLUX located at 19A, 19B Bui Thi Xuan, Ben Thanh",METROLUX is a 3-star hotel in Ho Chi Minh City. Rated 8.2/10 by 3 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Lux Single' with 1 double bed.,,~₫1100000/night (approx. $44),0:00,23:59,"10.771993, 106.6906",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882466/AC275.webp
AC276,StayX Condotel,Accommodation,5,"12 Pham Van Hai, Tan Binh Ward, Tan Binh District, Ho Chi Minh City","StayX Condotel located at Midtown, Tan Phu Street",StayX Condotel is a 3-star hotel in Ho Chi Minh City. Rated 10.0/10 by 10 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC). The most popular room is 'Family Triple Room' with 1 queen bed and 2 king beds.,,~₫3425000/night (approx. $137),0:00,23:59,"10.725945, 106.728845",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882468/AC276.webp
AC277,Song Anh 3 Hotel,Accommodation,4.2,"35/7 Nguyen Thi Minh Khai, Ward 6, District 3, Ho Chi Minh City",Song Anh 3 Hotel located at 24 Đ. Lê Lai,Song Anh 3 Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.3/10 by 52 reviews. Guests praise its location near Near Ben Thanh Market | Ben Thanh Market Area. The most popular room is 'Deluxe Triple Room' with 1 double bed and 1 small double bed. Great location|Convenient location,Great location|Convenient location,~₫550000/night (approx. $22),0:00,23:59,"10.771539, 106.697307",Great location|Convenient location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882470/AC277.webp
AC278,The Hub Hotel - Airport,Accommodation,4.4,"2 Truong Son Street, Tan Binh Ward, Tan Binh District, Ho Chi Minh City","The Hub Hotel - Airport located at 66A Pho Quang, Phuong 2, Quan","The Hub Hotel - Airport is a 3-star hotel in Ho Chi Minh City. Rated 8.8/10 by 87 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Superior Double Room, 1 King Bed, City View' with 1 king bed. Great stay!|Clean and tidy",Great stay!|Clean and tidy,~₫1000000/night (approx. $40),0:00,23:59,"10.80585, 106.66834",Great stay!|Clean and tidy,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882473/AC278.webp
AC279,Sheraton Saigon Grand Opera Hotel,Accommodation,4.7,"88 Dong Khoi Street, Ben Nghe Ward, District 1, Ho Chi Minh City","Sheraton Saigon Grand Opera Hotel located at 88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882475/AC279.webp
AC280,VINHOMES PREMIUM RESIDENCE,Accommodation,4.3,"22A Dong Du, Ben Nghe Ward, District 1, Ho Chi Minh City","VINHOMES PREMIUM RESIDENCE located at Vinhomes Central Park, Van Hoa 3 Street, Ward 22",VINHOMES PREMIUM RESIDENCE is a 4-star hotel in Ho Chi Minh City. Rated 8.6/10 by 208 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Standard One Bedroom Apartment' with 1 queen bed. Great view|Convenient for shopping,Great view|Convenient for shopping,~₫1075000/night (approx. $43),0:00,23:59,"10.79372, 106.721316",Great view|Convenient for shopping,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882477/AC280.webp
